-1.596924798559430769e+01,-5.058064695106367026e+01,1.145532713278336558e+02
-1.642629754520942598e+01,-4.906777779280541552e+01,1.141151701864900048e+02
-1.512156418615705888e+01,-4.928151675292486544e+01,1.150855239975831523e+02
-1.466451462654194415e+01,-5.079438591118311308e+01,1.155236251389268034e+02
-1.551219842597919296e+01,-5.209351610932191079e+01,1.149913724691772927e+02
-1.681693178503155650e+01,-5.187977714920246797e+01,1.140210186580841594e+02
-1.727398134464667478e+01,-5.036690799094421322e+01,1.135829175167405083e+02
-1.753873766564100478e+01,-4.802306095835693611e+01,1.132289390303579211e+02
-1.636773044807085498e+01,-4.736536426157910995e+01,1.140418332046950098e+02
-1.510543570058159446e+01,-4.744425008060525784e+01,1.149718916895456289e+02
-1.404102993752221806e+01,-4.824164662497369704e+01,1.158060492944502613e+02
-1.341835569172960163e+01,-4.957487995603970177e+01,1.163532105648142050e+02
-1.338006012887671758e+01,-5.113852238485945634e+01,1.164880274476051767e+02
-1.393491630090159816e+01,-5.257436227492438263e+01,1.161796150196953477e+02
-1.495581334553508057e+01,-5.355346601116710303e+01,1.154986268515461632e+02
-1.620887605299475354e+01,-5.385153272709355576e+01,1.146010691256835514e+02
-1.740704285804425666e+01,-5.340027893017830252e+01,1.136925615003594174e+02
-1.827582818512204454e+01,-5.230308142709687047e+01,1.129812321238317736e+02
-1.861620378579279489e+01,-5.081129494314188122e+01,1.126300379838148160e+02
-1.835019371191350857e+01,-4.926666978381139472e+01,1.127194334254382113e+02
-1.856055456072677856e+01,-4.698937207482585166e+01,1.124098453326151628e+02
-1.744260127911091374e+01,-4.609556361593350715e+01,1.131677542584976379e+02
-1.616498730671069595e+01,-4.568778352964088185e+01,1.140758054573550737e+02
-1.486616194165901561e+01,-4.581022111565776811e+01,1.150355974919251736e+02
-1.368687306561123052e+01,-4.644960836172435847e+01,1.159431220025544178e+02
-1.275491492683938688e+01,-4.753665773861399657e+01,1.167000346268224575e+02
-1.217127965049991190e+01,-4.895357057903169107e+01,1.172243121371803767e+02
-1.199921317481855354e+01,-5.054680239105023531e+01,1.174591409303771457e+02
-1.225736157232186585e+01,-5.214370178629867070e+01,1.173790736629257481e+02
-1.291775045855524340e+01,-5.357121993685473882e+01,1.169927868656261865e+02
-1.390881645070596662e+01,-5.467466310087934289e+01,1.163421407068231019e+02
-1.512316217055117207e+01,-5.533445608986562547e+01,1.154976427936381924e+02
-1.642919441683039139e+01,-5.547910009571386070e+01,1.145508075787002724e+02
-1.768538433048096792e+01,-5.509292069600741115e+01,1.136042393492099478e+02
-1.875560424256404701e+01,-5.421776642089523079e+01,1.127605134603519019e+02
-1.952387921943249438e+01,-5.294847381550346199e+01,1.121110607039399554e+02
-1.990695474632808271e+01,-5.142259042873031660e+01,1.117262593634291648e+02
-1.986331864588242979e+01,-4.980546940205290696e+01,1.116478086348718506e+02
-1.939769956666271611e+01,-4.827235089092975784e+01,1.118842098719956795e+02
-1.958085692256710075e+01,-4.597336163077223858e+01,1.115930681483533249e+02
-1.850398263750019012e+01,-4.496026080342610953e+01,1.123127401863693251e+02
-1.726784165215208589e+01,-4.430030950807038437e+01,1.131731930361006704e+02
-1.595010525084073194e+01,-4.403497491172333866e+01,1.141203612804745120e+02
-1.463357165795599002e+01,-4.418092896290586680e+01,1.150947308552557047e+02
-1.340096352101068433e+01,-4.472900083180068975e+01,1.160350785365801300e+02
-1.232973014246470100e+01,-4.564475314721783406e+01,1.168823188212733157e+02
-1.148718105521286859e+01,-4.687064582327820261e+01,1.175832164863161893e+02
-1.092625671708600876e+01,-4.832965151462703091e+01,1.180937315536927912e+02
-1.068220206718403276e+01,-4.993009552782930172e+01,1.183817864841767857e+02
-1.077035195673050794e+01,-5.157141607951415807e+01,1.184292817270939224e+02
-1.118516760397262289e+01,-5.315048296306448350e+01,1.182332329816564425e+02
-1.190058461620888508e+01,-5.456807759878509501e+01,1.178059587115570253e+02
-1.287165071144080741e+01,-5.573512730216524602e+01,1.171743061305908782e+02
-1.403735023557366901e+01,-5.657830204823301301e+01,1.163779642934757703e+02
-1.532443800036325499e+01,-5.704462206671314561e+01,1.154669702865780607e+02
-1.665204154797014269e+01,-5.710478675583948416e+01,1.144985652137527552e+02
-1.793674266491388991e+01,-5.675501574692397355e+01,1.135335975272701319e+02
-1.909781885521672606e+01,-5.601728643882455572e+01,1.126326996957748463e+02
-2.006231543170238041e+01,-5.493795307714773912e+01,1.118524784432901953e+02
-2.076962952729999046e+01,-5.358483414651809795e+01,1.112419579405628269e+02
-2.117531799606389598e+01,-5.204295108577039741e+01,1.108394994361164265e+02
-2.125388993948380545e+01,-5.040918607826067444e+01,1.106703908779242482e+02
-2.100040839338727494e+01,-4.878619458797814445e+01,1.107452579786352374e+02
-2.043080053555546982e+01,-4.727595513920240933e+01,1.110593965629698090e+02
-2.060018971453164482e+01,-4.496477730190575528e+01,1.107775082543803080e+02
-1.955301094038642873e+01,-4.388038344328991514e+01,1.114705595329596974e+02
-1.835911248979775579e+01,-4.307029915992985991e+01,1.122898173946244640e+02
-1.706737270560983433e+01,-4.256768939756723569e+01,1.132017413262593806e+02
-1.573067556636030417e+01,-4.239313105892728117e+01,1.141689970549567761e+02
-1.440374560998528608e+01,-4.255377058290365966e+01,1.151519850175360489e+02
-1.314090750480641745e+01,-4.304303136851044087e+01,1.161104615713130386e+02
-1.199386199122689689e+01,-4.384088302169917739e+01,1.170051865735599108e+02
-1.100956924734480324e+01,-4.491466140204472879e+01,1.177995298775589248e+02
-1.022832633374414968e+01,-4.622040589649215292e+01,1.184609709751130140e+02
-9.682117427099893092e+00,-4.770465917202031392e+01,1.189624303899722690e+02
-9.393304384226883741e+00,-4.930665572513670725e+01,1.192833783147733584e+02
-9.373711245034407114e+00,-5.096080962873017484e+01,1.194106751037651861e+02
-9.624140154943123804e+00,-5.259939962763274934e+01,1.193391092114496672e+02
