-3.517571347212710720e+01,-2.873442702717845876e+01,9.181956782830754094e+01
-3.517617052168672132e+01,-2.873291415802020055e+01,9.181912972716619947e+01
-3.517486578832767208e+01,-2.873312789698032077e+01,9.182010008097729781e+01
-3.517440873876805085e+01,-2.873464076613857898e+01,9.182053818211863927e+01
-3.517525642256749308e+01,-2.873593989633671697e+01,9.182000592944888240e+01
-3.517656115592654231e+01,-2.873572615737660030e+01,9.181903557563779827e+01
-3.517701820548615643e+01,-2.873421328821834209e+01,9.181859747449645681e+01
-3.517728296180715120e+01,-2.873186944118575425e+01,9.181824349601006929e+01
-3.517611195458957951e+01,-2.873121174448897364e+01,9.181905639018440013e+01
-3.517484965984209566e+01,-2.873129063030800268e+01,9.181998644866925474e+01
-3.517378525407903567e+01,-2.873208802685237018e+01,9.182082060627416809e+01
-3.517316257983323879e+01,-2.873342126018343734e+01,9.182136776754452967e+01
-3.517312428427038640e+01,-2.873498490261225413e+01,9.182150258442732138e+01
-3.517367914044241672e+01,-2.873642074250232170e+01,9.182119417199940870e+01
-3.517470003748704954e+01,-2.873739984623856358e+01,9.182051318383125249e+01
-3.517595310019450494e+01,-2.873769791295449139e+01,9.181961562610538863e+01
-3.517715126699955874e+01,-2.873724665915757370e+01,9.181870711848007716e+01
-3.517802005232663021e+01,-2.873614946165449169e+01,9.181799578910354853e+01
-3.517836042792730211e+01,-2.873465767517053848e+01,9.181764459496352515e+01
-3.517809441785342273e+01,-2.873311305001120886e+01,9.181773399040514505e+01
-3.517830477870224115e+01,-2.873083575230222309e+01,9.181742440231232649e+01
-3.517718682542061970e+01,-2.872994194384332900e+01,9.181818231123820340e+01
-3.517590921144822147e+01,-2.872953416375703739e+01,9.181909036243706623e+01
-3.517461038608317381e+01,-2.872965660134305566e+01,9.182005015447163032e+01
-3.517343109720712135e+01,-2.873029598858911982e+01,9.182095767898226768e+01
-3.517249913906834990e+01,-2.873138303796601178e+01,9.182171459160653626e+01
-3.517191550379201459e+01,-2.873279995080642735e+01,9.182223886911688737e+01
-3.517174343731633002e+01,-2.873439318261844733e+01,9.182247369791008396e+01
-3.517200158571383639e+01,-2.873599008201369642e+01,9.182239363064263671e+01
-3.517266197460006794e+01,-2.873741760016424962e+01,9.182200734384534258e+01
-3.517365304059222098e+01,-2.873852104332827651e+01,9.182135669768653941e+01
-3.517486738631206578e+01,-2.873918083631726006e+01,9.182051219977334711e+01
-3.517617341855834212e+01,-2.873932548032311018e+01,9.181956536455841444e+01
-3.517742960847198930e+01,-2.873893930092340199e+01,9.181861879632891998e+01
-3.517849982838407641e+01,-2.873806414664829134e+01,9.181777507044006370e+01
-3.517926810336094690e+01,-2.873679485404289835e+01,9.181712561768365788e+01
-3.517965117888783766e+01,-2.873526897065612573e+01,9.181674081634314177e+01
-3.517960754278739444e+01,-2.873365184962944952e+01,9.181666236561459016e+01
-3.517914192370817261e+01,-2.873211873111832659e+01,9.181689876685170759e+01
-3.517932508106407852e+01,-2.872981974185816867e+01,9.181660762512807139e+01
-3.517824820677900988e+01,-2.872880664103082182e+01,9.181732729716608787e+01
-3.517701206579366158e+01,-2.872814668973546759e+01,9.181818775001580946e+01
-3.517569432939234986e+01,-2.872788135513911811e+01,9.181913491826018969e+01
-3.517437779579946522e+01,-2.872802730919030267e+01,9.182010928783496695e+01
-3.517314518766252007e+01,-2.872857538105919772e+01,9.182104963551628884e+01
-3.517207395428397376e+01,-2.872949113337461569e+01,9.182189687580098791e+01
-3.517123140519672120e+01,-2.873071702605067301e+01,9.182259777346602903e+01
-3.517067048085859682e+01,-2.873217603174202495e+01,9.182310828853340468e+01
-3.517042642620869231e+01,-2.873377647575522431e+01,9.182339634346388380e+01
-3.517051457609824183e+01,-2.873541779630691195e+01,9.182344383870680815e+01
-3.517092939174548150e+01,-2.873699686319045909e+01,9.182324778996137127e+01
-3.517164480875771915e+01,-2.873841445782618109e+01,9.182282051569126224e+01
-3.517261587485295138e+01,-2.873958150752956087e+01,9.182218886311029848e+01
-3.517378157437708808e+01,-2.874042468227563063e+01,9.182139252127318230e+01
-3.517506866214187511e+01,-2.874089100229410931e+01,9.182048152726629553e+01
-3.517639626568948330e+01,-2.874095116698323693e+01,9.181951312219347017e+01
-3.517768096680642742e+01,-2.874060139597431984e+01,9.181854815450698482e+01
-3.517884204299672746e+01,-2.873986366666622061e+01,9.181764725667548532e+01
-3.517980653957321380e+01,-2.873878433330454385e+01,9.181686703542300165e+01
-3.518051385366881334e+01,-2.873743121437391324e+01,9.181625651492026918e+01
-3.518091954213757333e+01,-2.873588933131316736e+01,9.181585405641583009e+01
-3.518099811408099242e+01,-2.873425556630565580e+01,9.181568494785763335e+01
-3.518074463253489625e+01,-2.873263257481537281e+01,9.181575981495834071e+01
-3.518017502467706947e+01,-2.873112233536659943e+01,9.181607395354268419e+01
-3.518034441385604083e+01,-2.872881115752930370e+01,9.181579206523409198e+01
-3.517929723508189710e+01,-2.872772676367068456e+01,9.181648511651266631e+01
-3.517810333663130962e+01,-2.872691667938732607e+01,9.181730437437433068e+01
-3.517681159684712355e+01,-2.872641406962496191e+01,9.181821629830596976e+01
